"_id","TimeStamp","PayloadDeviceType","PayloadString","Protocol"
"5df53170b29815eecf2942c7","2019-12-14T19:01:04.123Z",1,"46454d44473836393836373033303337303734383839393132373231373332303939353037363346312e3030312e303010566f64611574ebbe414e4501b0424519121419000004000000006d002922ca","IP"
"5df5316fb29815eecf2942c6","2019-12-14T19:01:03.768Z",1,"46454d44473836393836373033303337303832313839393132373231373332303939353332383846312e3030312e303010496465611aa465be414eec5da5424519121419000005000000006b00285f57","IP"
"5df5316fb29815eecf2942c5","2019-12-14T19:01:03.560Z",1,"46454d44473836393836373033303238353731343839393132373231373332303939353130373646312e3030312e303010496465611a80d4af414e9a37a6424519121419000005000000006e00296748","IP"
"5df5316fb29815eecf2942c4","2019-12-14T19:01:03.182Z",1,"46454d44473836393836373033303337303739373839393132373231373332303939353236323946312e3030312e303010496465610c9521bc414e77979b42451912141900000400000000710029a471","IP"
"5df5316eb29815eecf2942c3","2019-12-14T19:01:02.968Z",1,"46454d44473836313335393033373439303032343839393132373231373232303736353738313846312e3030312e303010566f646114bffea0414e6bef944245191214190000040000000086002d0b6e","IP"
"5df5316eb29815eecf2942c2","2019-12-14T19:01:02.817Z",1,"46454d44473836393836373033303336393639303839393132373231373332303939353037303646312e3030312e303010566f6461137a7fb3414eb52eb1424519121419000005000000006e0028f998","IP"
"5df5316eb29815eecf2942c1","2019-12-14T19:01:02.637Z",1,"46454d44473836393836373033303337303830353839393132373231373332303939353038333946312e3030312e303005566f64610fa3eadf414e759a9442451912141900340d00000000720028246c","IP"
"5df5316eb29815eecf2942c0","2019-12-14T19:01:02.261Z",1,"504f5354202f6170692f536d61727446756e6e656c2f534d533f20485454502f312e310d0a557365722d4167656e743a204d6f7a696c6c612f342e39390d0a486f73743a20736d61727464672e696e3a","IP"
"5df5316eb29815eecf2942bf","2019-12-14T19:01:02.123Z",1,"46454d44473836393836373033303336373736393839393132373231373332303939353332333946312e3030312e3030104964656116a77cba414e61a69a424519121419000006000000007100295e1c","IP"
"5df5316db29815eecf2942be","2019-12-14T19:01:01.956Z",1,"46454d44473836393836373033303337303534303839393132373231373332303939353039333846312e3030312e303010496465611a5bf4b1414e080298424519121419000004000000007000288d41","IP"
"5df5316db29815eecf2942bd","2019-12-14T19:01:01.167Z",1,"46454d44473836393836373033303336383035363839393132373231373332303939353333313246312e3030312e3030104964656117b9e0bd414e4399a5424519121419000004000000006e0028c6ad","IP"
"5df5316db29815eecf2942bc","2019-12-14T19:01:01.038Z",1,"46454d44473836393836373033303238343339343839393132373231373332303939353132373446312e3030312e303010566f64610de8f9b0414ea88cb1424519121419000005000000006c00298947","IP"
"5df5316cb29815eecf2942bb","2019-12-14T19:01:00.790Z",1,"46454d44473836393836373033303238333637373839393132373231373332303939353139363946312e3030312e30301049646561125788ba414e90eb9a424519121419000004000000006d00284f13","IP"
"5df5316cb29815eecf2942ba","2019-12-14T19:01:00.639Z",1,"504f5354202f6170692f536d61727446756e6e656c2f534d533f20485454502f312e310d0a557365722d4167656e743a204d6f7a696c6c612f342e39390d0a486f73743a20736d61727464672e696e3a","IP"
"5df5316cb29815eecf2942b9","2019-12-14T19:01:00.480Z",1,"46454d44473836393836373033303238333431323839393132373231373332303939353137343646312e3030312e303010566f646115d458e0414e1fa4964245191214190000040000000070002913ab","IP"
"5df5316cb29815eecf2942b8","2019-12-14T19:01:00.165Z",1,"46454d44473836393836373033303336383333383839393132373231373332303939353338363646312e3030312e303010496465610eee0eb5414e3d3e9b4245191214190000040000000071002829f6","IP"
"5df5316bb29815eecf2942b7","2019-12-14T19:00:59.996Z",1,"46454d44473836393836373033303337303735353839393132373231373332303939353038313346312e3030312e303010566f6461163d71d4414eea6db2424519121419000005000000006f0029b273","IP"
"5df5316bb29815eecf2942b6","2019-12-14T19:00:59.887Z",1,"46454d44473836393836373033303336393936333839393132373231373332303939353036363446312e3030312e303010566f646118c088c8414e1a15b0424519121419000004000000006d00289aa1","IP"
"5df5316bb29815eecf2942b5","2019-12-14T19:00:59.541Z",1,"46454d44473836393836373033303337303831333839393132373231373332303939353037353546312e3030312e303010566f64610fbebced414e610b94424519121419000004000000006c0029d2db","IP"
"5df5316bb29815eecf2942b4","2019-12-14T19:00:59.327Z",1,"46454d44473836393836373033303231313830313839393132373231373332303939353231383146312e3030312e3030104964656112bf46be414e18939e424519121419000006000000007000291a0c","IP"
"5df5316bb29815eecf2942b3","2019-12-14T19:00:59.050Z",1,"46454d44473836393836373033303337303832313839393132373231373332303939353332383846312e3030312e303010496465611aa465be414eec5da5424519121419000005000000006b00285f57","IP"
"5df5316ab29815eecf2942b2","2019-12-14T19:00:58.910Z",1,"46454d44473836393836373033303337303739373839393132373231373332303939353236323946312e3030312e303010496465610c9521bc414e77979b42451912141900000400000000710029a471","IP"
"5df5316ab29815eecf2942b1","2019-12-14T19:00:58.454Z",1,"46454d44473836393836373033303337303734383839393132373231373332303939353037363346312e3030312e303010566f64611574ebbe414e4501b0424519121419000004000000006d002922ca","IP"
"5df5316ab29815eecf2942b0","2019-12-14T19:00:58.216Z",1,"46454d44473836393836373033303336393639303839393132373231373332303939353037303646312e3030312e303010566f6461137a7fb3414eb52eb1424519121419000005000000006e0028f998","IP"
"5df5316ab29815eecf2942af","2019-12-14T19:00:58.078Z",1,"46454d44473836313335393033373439303032343839393132373231373232303736353738313846312e3030312e303010566f646114bffea0414e6bef944245191214190000040000000086002d0b6e","IP"
"5df53169b29815eecf2942ae","2019-12-14T19:00:57.882Z",1,"46454d44473836393836373033303238353731343839393132373231373332303939353130373646312e3030312e303010496465611a80d4af414e9a37a6424519121419000005000000006e00296748","IP"
"5df53169b29815eecf2942ad","2019-12-14T19:00:57.505Z",1,"46454d44473836393836373033303337303830353839393132373231373332303939353038333946312e3030312e303005566f64610fa3eadf414e759a9442451912141900340d00000000720028246c","IP"
"5df53168b29815eecf2942ac","2019-12-14T19:00:56.950Z",1,"46454d44473836393836373033303337303534303839393132373231373332303939353039333846312e3030312e303010496465611a5bf4b1414e080298424519121419000004000000007000288d41","IP"
"5df53168b29815eecf2942ab","2019-12-14T19:00:56.701Z",1,"46454d44473836393836373033303336383035363839393132373231373332303939353333313246312e3030312e3030104964656117b9e0bd414e4399a5424519121419000004000000006e0028c6ad","IP"
"5df53168b29815eecf2942aa","2019-12-14T19:00:56.286Z",1,"46454d44473836393836373033303336373736393839393132373231373332303939353332333946312e3030312e3030104964656116a77cba414e61a69a424519121419000006000000007100295e1c","IP"
"5df53168b29815eecf2942a9","2019-12-14T19:00:56.246Z",1,"46454d44473836393836373033303238333637373839393132373231373332303939353139363946312e3030312e30301049646561125788ba414e90eb9a424519121419000004000000006d00284f13","IP"
"5df53168b29815eecf2942a8","2019-12-14T19:00:56.157Z",1,"46454d44473836393836373033303238343339343839393132373231373332303939353132373446312e3030312e303010566f64610de8f9b0414ea88cb1424519121419000005000000006c00298947","IP"
"5df53167b29815eecf2942a7","2019-12-14T19:00:55.999Z",1,"46454d44473836393836373033303238333431323839393132373231373332303939353137343646312e3030312e303010566f646115d458e0414e1fa4964245191214190000040000000070002913ab","IP"
"5df53167b29815eecf2942a6","2019-12-14T19:00:55.631Z",1,"46454d44473836393836373033303337303832313839393132373231373332303939353332383846312e3030312e303010496465611aa465be414eec5da5424519121419000005000000006b00285f57","IP"
"5df53167b29815eecf2942a5","2019-12-14T19:00:55.294Z",1,"46454d44473836393836373033303336383333383839393132373231373332303939353338363646312e3030312e303010496465610eee0eb5414e3d3e9b4245191214190000040000000071002829f6","IP"
"5df53167b29815eecf2942a4","2019-12-14T19:00:55.167Z",1,"46454d44473836393836373033303337303735353839393132373231373332303939353038313346312e3030312e303010566f6461163d71d4414eea6db2424519121419000005000000006f0029b273","IP"
"5df53166b29815eecf2942a3","2019-12-14T19:00:54.988Z",1,"46454d44473836393836373033303336393936333839393132373231373332303939353036363446312e3030312e303010566f646118c088c8414e1a15b0424519121419000004000000006d00289aa1","IP"
"5df53166b29815eecf2942a2","2019-12-14T19:00:54.621Z",1,"46454d44473836393836373033303337303739373839393132373231373332303939353236323946312e3030312e303010496465610c9521bc414e77979b42451912141900000400000000710029a471","IP"
"5df53166b29815eecf2942a1","2019-12-14T19:00:54.413Z",1,"46454d44473836393836373033303337303831333839393132373231373332303939353037353546312e3030312e303010566f64610fbebced414e610b94424519121419000004000000006c0029d2db","IP"
"5df53166b29815eecf2942a0","2019-12-14T19:00:54.264Z",1,"46454d44473836393836373033303231313830313839393132373231373332303939353231383146312e3030312e3030104964656112bf46be414e18939e424519121419000006000000007000291a0c","IP"
"5df53166b29815eecf29429f","2019-12-14T19:00:54.146Z",1,"46454d44473836313335393033373439303032343839393132373231373232303736353738313846312e3030312e303010566f646114bffea0414e6bef944245191214190000040000000086002d0b6e","IP"
"5df53165b29815eecf29429e","2019-12-14T19:00:53.928Z",1,"46454d44473836313335393033373436313935393839393132373231373232303736353831323146312e3030312e3030104964656111000000004e00000000451912141800000100000000070026846b","IP"
"5df53165b29815eecf29429d","2019-12-14T19:00:53.777Z",1,"46454d44473836393836373033303238353731343839393132373231373332303939353130373646312e3030312e303010496465611a80d4af414e9a37a6424519121419000005000000006e00296748","IP"
"5df53165b29815eecf29429c","2019-12-14T19:00:53.470Z",1,"46454d44473836393836373033303336393639303839393132373231373332303939353037303646312e3030312e303010566f6461137a7fb3414eb52eb1424519121419000005000000006e0028f998","IP"
"5df53165b29815eecf29429b","2019-12-14T19:00:53.313Z",1,"46454d44473836393836373033303337303734383839393132373231373332303939353037363346312e3030312e303010566f64611574ebbe414e4501b0424519121419000004000000006d002922ca","IP"
"5df53165b29815eecf29429a","2019-12-14T19:00:53.016Z",1,"46454d44473836393836373033303337303830353839393132373231373332303939353038333946312e3030312e303005566f64610fa3eadf414e759a9442451912141900340d00000000720028246c","IP"
"5df53164b29815eecf294299","2019-12-14T19:00:52.669Z",1,"46454d44473836393836373033303234323930353839393132373231373332303939353239353946312e3030312e303010496465611aab5ebe414e4a48a5424519121419000004000000006d0028c27e","IP"
"5df53163b29815eecf294298","2019-12-14T19:00:51.954Z",1,"46454d44473836393836373033303337303534303839393132373231373332303939353039333846312e3030312e303010496465611a5bf4b1414e080298424519121419000004000000007000288d41","IP"
"5df53163b29815eecf294297","2019-12-14T19:00:51.596Z",1,"46454d44473836393836373033303336383035363839393132373231373332303939353333313246312e3030312e3030104964656117b9e0bd414e4399a5424519121419000004000000006e0028c6ad","IP"
"5df53163b29815eecf294296","2019-12-14T19:00:51.143Z",1,"46454d44473836393836373033303336373736393839393132373231373332303939353332333946312e3030312e3030104964656116a77cba414e61a69a424519121419000006000000007100295e1c","IP"
"5df53162b29815eecf294295","2019-12-14T19:00:50.855Z",1,"46454d44473836393836373033303238333637373839393132373231373332303939353139363946312e3030312e30301049646561125788ba414e90eb9a424519121419000004000000006d00284f13","IP"
"5df53162b29815eecf294294","2019-12-14T19:00:50.365Z",1,"504f5354202f6170692f536d61727446756e6e656c2f534d533f20485454502f312e310d0a557365722d4167656e743a204d6f7a696c6c612f342e39390d0a486f73743a20736d61727464672e696e3a","IP"
